,Name,Nationality,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Month,Year,Season,experience_dive,experience_discipline
0,Deborah Andollo,CUB,Female,CWT,61.0,61.0,WHITE,61.0,OK,Worldrecord attempt,6,1994,Summer,1,1
1,Umberto Pelizzari,ITA,Male,CWT,72.0,72.0,WHITE,72.0,OK,Worldrecord attempt,9,1995,Autumn,1,1
2,Deborah Andollo,CUB,Female,CWT,62.0,62.0,WHITE,62.0,OK,Worldrecord attempt,10,1996,Autumn,2,2
3,Michael Oliva,FRA,Male,CWT,72.0,72.0,WHITE,72.0,OK,Worldrecord attempt,10,1996,Autumn,1,1
4,Alejandro Ravelo,CUB,Male,CWT,73.0,73.0,WHITE,73.0,OK,Worldrecord attempt,8,1997,Summer,1,1
5,Umberto Pelizzari,ITA,Male,CWT,75.0,75.0,WHITE,75.0,OK,Worldrecord attempt,9,1997,Autumn,2,2
6,Deborah Andollo,CUB,Female,CWT,0.0,65.0,WHITE,65.0,OK,Worldrecord attempt,12,1997,Winter,3,3
7,Alexandra Louzine,CZE,Female,CWT,35.0,35.0,WHITE,35.0,OK,Worldrecord attempt,9,1998,Autumn,1,1
8,Tanya Streeter,USA,Female,CWT,67.0,67.0,WHITE,67.0,OK,Worldrecord attempt,9,1998,Autumn,1,1
9,Andy Le Sauce,FRA,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,1,1999,Winter,1,1
10,Alain Dujet,FRA,Male,CWT,0.0,52.0,WHITE,52.0,OK,Competition,1,1999,Winter,1,1
11,Bernard Hugues,FRA,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,1,1999,Winter,1,1
12,Jean-Pol François,BEL,Male,CWT,0.0,51.0,WHITE,51.0,OK,Competition,1,1999,Winter,1,1
13,Claude Chapuis,FRA,Male,CWT,0.0,59.0,WHITE,59.0,OK,Competition,1,1999,Winter,1,1
14,Stéphane Mifsud,FRA,Male,CWT,0.0,49.0,WHITE,49.0,OK,Competition,1,1999,Winter,1,1
15,Frédéric Buyle,BEL,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,1,1999,Winter,1,1
16,Nathalie Desreac,FRA,Female,CWT,0.0,51.0,WHITE,51.0,OK,Competition,1,1999,Winter,1,1
17,Mathilde Fouchard,FRA,Female,CWT,0.0,32.0,WHITE,32.0,OK,Competition,1,1999,Winter,1,1
18,Maren Isigkeit,GER,Female,CWT,0.0,32.0,WHITE,32.0,OK,Competition,1,1999,Winter,1,1
19,Birgit Ehrenbolger,CHE,Female,CWT,0.0,43.0,WHITE,43.0,OK,Competition,1,1999,Winter,1,1
20,Dorothee Duchet,FRA,Female,CWT,0.0,34.0,WHITE,34.0,OK,Competition,1,1999,Winter,1,1
21,Sharanne Wheeler,USA,Female,CWT,0.0,25.0,WHITE,25.0,OK,Competition,1,1999,Winter,1,1
22,Miriam Lambert,CZE,Female,CWT,0.0,26.0,WHITE,26.0,OK,Competition,1,1999,Winter,1,1
23,Hubert Maier,GER,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,1,1999,Winter,1,1
24,Gaspare Battaglia,ITA,Male,CWT,0.0,52.0,WHITE,52.0,OK,Competition,1,1999,Winter,1,1
25,Benjamin Franz,GER,Male,CWT,0.0,53.0,WHITE,53.0,OK,Competition,1,1999,Winter,1,1
26,Eric Chapuis,FRA,Male,CWT,0.0,58.0,WHITE,58.0,OK,Competition,1,1999,Winter,1,1
27,Oliver Heuleu,FRA,Male,CWT,0.0,54.0,WHITE,54.0,OK,Competition,1,1999,Winter,1,1
28,Jean-Michel Pardon,FRA,Male,CWT,0.0,53.0,WHITE,53.0,OK,Competition,1,1999,Winter,1,1
29,Frederic Taisne,FRA,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,1,1999,Winter,1,1
30,Bill Strömberg,SWE,Male,CWT,0.0,51.0,WHITE,51.0,OK,Competition,1,1999,Winter,1,1
31,Alexandra Louzine,CZE,Female,CWT,0.0,41.0,WHITE,41.0,OK,Competition,1,1999,Winter,2,2
32,Kerstin Mattes,GER,Female,CWT,0.0,22.0,WHITE,22.0,OK,Competition,1,1999,Winter,1,1
33,Sophie Delmarre,FRA,Female,CWT,0.0,10.0,WHITE,10.0,OK,Competition,1,1999,Winter,1,1
34,Pierre Frolla,MCO,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,1,1999,Winter,1,1
35,Brett Le Master,USA,Male,CWT,0.0,55.0,WHITE,55.0,OK,Competition,1,1999,Winter,1,1
36,Eric Hoarau,FRA,Male,CWT,0.0,54.0,WHITE,54.0,OK,Competition,1,1999,Winter,1,1
37,Yoram Zekri,FRA,Male,CWT,0.0,53.0,WHITE,53.0,OK,Competition,1,1999,Winter,1,1
38,Davide Carrera,ITA,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,1,1999,Winter,1,1
39,Roberto Chiozzotto,ITA,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,1,1999,Winter,1,1
40,Dieter Baumann,AUT,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,1,1999,Winter,1,1
41,Yasemin Dalkilic,TUR,Female,CWT,0.0,46.0,WHITE,46.0,OK,Competition,1,1999,Winter,1,1
42,Karoline Meyer,BRA,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,1,1999,Winter,1,1
43,Anatoliy Baklanov,Unknown,Male,CWT,0.0,51.0,WHITE,51.0,OK,Competition,1,1999,Winter,1,1
44,Abri Retief,ZAF,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,1,1999,Winter,1,1
45,Trevor Hutton,ZAF,Male,CWT,0.0,54.0,WHITE,54.0,OK,Competition,1,1999,Winter,1,1
46,Pierre Frolla,MCO,Male,FIM,0.0,72.0,WHITE,72.0,OK,Worldrecord attempt,10,1999,Autumn,2,1
47,Umberto Pelizzari,ITA,Male,CWT,80.0,80.0,WHITE,80.0,OK,Worldrecord attempt,10,1999,Autumn,3,3
48,Brett Le Master,USA,Male,CWT,81.0,81.0,WHITE,81.0,OK,Worldrecord attempt,11,1999,Autumn,2,2
49,Andy Le Sauce,FRA,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,1,2000,Winter,2,2
50,Herbert Nitsch,AUT,Male,CWT,0.0,66.0,WHITE,66.0,OK,Competition,1,2000,Winter,1,1
51,Alain Dujet,FRA,Male,CWT,0.0,63.0,WHITE,63.0,OK,Competition,1,2000,Winter,2,2
52,Bernard Hugues,FRA,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,1,2000,Winter,2,2
53,Kurt Teichgräber,GER,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,1,2000,Winter,1,1
54,Claude Chapuis,FRA,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,1,2000,Winter,2,2
55,Kazuaki Ichikawa,JPN,Male,CWT,0.0,52.0,WHITE,52.0,OK,Competition,1,2000,Winter,1,1
56,Riccardo Mazzi,ITA,Male,CWT,0.0,57.0,WHITE,57.0,OK,Competition,1,2000,Winter,1,1
57,Frédéric Buyle,BEL,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,1,2000,Winter,2,2
58,Maren Isigkeit,GER,Female,CWT,0.0,44.0,WHITE,44.0,OK,Competition,1,2000,Winter,2,2
59,Birgit Ehrenbolger,CHE,Female,CWT,0.0,44.0,WHITE,44.0,OK,Competition,1,2000,Winter,2,2
60,Joanna Massacand,CHE,Female,CWT,0.0,37.0,WHITE,37.0,OK,Competition,1,2000,Winter,1,1
61,Sharanne Wheeler,USA,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,1,2000,Winter,2,2
62,Hubert Maier,GER,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,1,2000,Winter,2,2
63,Oliver Heuleu,FRA,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,1,2000,Winter,2,2
64,Jean-Michel Pardon,FRA,Male,CWT,0.0,67.0,WHITE,67.0,OK,Competition,1,2000,Winter,2,2
65,Pierre Frolla,MCO,Male,CWT,0.0,65.0,WHITE,65.0,OK,Competition,1,2000,Winter,3,2
66,Brett Le Master,USA,Male,CWT,0.0,53.0,WHITE,53.0,OK,Competition,1,2000,Winter,3,3
67,Eric Hoarau,FRA,Male,CWT,0.0,54.0,WHITE,54.0,OK,Competition,1,2000,Winter,2,2
68,Davide Carrera,ITA,Male,CWT,0.0,57.0,WHITE,57.0,OK,Competition,1,2000,Winter,2,2
69,Peter Weinmann,CHE,Male,CWT,0.0,55.0,WHITE,55.0,OK,Competition,1,2000,Winter,1,1
70,Brigitte Banegas,FRA,Female,CWT,0.0,42.0,WHITE,42.0,OK,Competition,1,2000,Winter,1,1
71,Sonja Mau,GER,Female,CWT,0.0,35.0,WHITE,35.0,OK,Competition,1,2000,Winter,1,1
72,Philippe Simoni,FRA,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,1,2000,Winter,1,1
73,Manolis Giankos,GRE,Male,CWT,0.0,66.0,WHITE,66.0,OK,Competition,1,2000,Winter,1,1
74,Christine Lance,FRA,Female,CWT,0.0,32.0,WHITE,32.0,OK,Competition,1,2000,Winter,1,1
75,Sophie Passalaqua,FRA,Female,CWT,0.0,46.0,WHITE,46.0,OK,Competition,1,2000,Winter,1,1
76,Laura Tuominen,FIN,Female,CWT,0.0,31.0,WHITE,31.0,OK,Competition,1,2000,Winter,1,1
77,Amanda Williams,GBR,Female,CWT,0.0,32.0,WHITE,32.0,OK,Competition,1,2000,Winter,1,1
78,Delphine Marleux,FRA,Female,CWT,0.0,44.0,WHITE,44.0,OK,Competition,1,2000,Winter,1,1
79,Anne-Marie Kitchen-Wheeler,GBR,Female,CWT,0.0,36.0,WHITE,36.0,OK,Competition,1,2000,Winter,1,1
80,Mandy-Rae Cruickshank/Krack,CAN,Female,CWT,0.0,36.0,WHITE,36.0,OK,Competition,1,2000,Winter,1,1
81,Eric Fattah,CAN,Male,CWT,0.0,63.0,WHITE,63.0,OK,Competition,1,2000,Winter,1,1
82,Patrik Musimu,BEL,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,1,2000,Winter,1,1
83,Georges Bryan-Orr,GBR,Male,CWT,0.0,58.0,WHITE,58.0,OK,Competition,1,2000,Winter,1,1
84,Carlos Coste,VEN,Male,CWT,0.0,57.0,WHITE,57.0,OK,Competition,1,2000,Winter,1,1
85,Ronald Laurens,VEN,Male,CWT,0.0,55.0,WHITE,55.0,OK,Competition,1,2000,Winter,1,1
86,Sebastian Schultz,USA,Male,CWT,0.0,52.0,WHITE,52.0,OK,Competition,1,2000,Winter,1,1
87,Maike Münster,GER,Female,CWT,0.0,43.0,WHITE,43.0,OK,Competition,1,2000,Winter,1,1
88,Jessica Wilson,USA,Female,CWT,0.0,38.0,WHITE,38.0,OK,Competition,1,2000,Winter,1,1
89,Béatrice Lecroq,FRA,Female,CWT,0.0,37.0,WHITE,37.0,OK,Competition,1,2000,Winter,1,1
90,Johanna Nordblad,FIN,Female,CWT,0.0,31.0,WHITE,31.0,OK,Competition,1,2000,Winter,1,1
91,Valia Racine,CHE,Female,CWT,0.0,28.0,WHITE,28.0,OK,Competition,1,2000,Winter,1,1
92,Valérie Dubois,FRA,Female,CWT,0.0,27.0,WHITE,27.0,OK,Competition,1,2000,Winter,1,1
93,Nicole Czychon,GER,Female,CWT,0.0,26.0,WHITE,26.0,OK,Competition,1,2000,Winter,1,1
94,Stéphanie Bormann,BEL,Female,CWT,0.0,26.0,WHITE,26.0,OK,Competition,1,2000,Winter,1,1
95,Megumi Matsumoto,JPN,Female,CWT,0.0,32.0,WHITE,32.0,OK,Competition,1,2000,Winter,1,1
96,Unknown,Unknown,Female,CWT,0.0,37.0,WHITE,37.0,OK,Competition,1,2000,Winter,1,1
97,Nobuko Kishida,JPN,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,1,2000,Winter,1,1
98,Nobuko Kishida,JPN,Male,CWT,0.0,28.0,WHITE,28.0,OK,Competition,1,2000,Winter,2,2
99,Pierre Frolla,MCO,Male,FIM,0.0,73.0,WHITE,73.0,OK,Worldrecord attempt,8,2000,Summer,4,2
100,Tanya Streeter,USA,Female,FIM,70.0,70.0,WHITE,70.0,OK,Worldrecord attempt,5,2001,Spring,2,1
101,Tanya Streeter,USA,Female,CWT,70.0,70.0,WHITE,70.0,OK,Worldrecord attempt,5,2001,Spring,3,2
102,Eric Fattah,CAN,Male,CWT,82.0,82.0,WHITE,82.0,OK,Worldrecord attempt,8,2001,Summer,2,2
103,Pierre Frolla,MCO,Male,FIM,0.0,80.0,WHITE,80.0,OK,Worldrecord attempt,8,2001,Summer,5,3
104,Martin Stepanek,CZE,Male,FIM,0.0,90.0,WHITE,90.0,OK,Worldrecord attempt,9,2001,Autumn,1,1
105,Martin Stepanek,CZE,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,11,2001,Autumn,2,1
106,Jonas Landén,SWE,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,11,2001,Autumn,1,1
107,Manuela Acco,ITA,Female,CWT,0.0,46.0,WHITE,46.0,OK,Competition,11,2001,Autumn,1,1
108,Gaspare Battaglia,ITA,Male,CWT,0.0,70.0,WHITE,70.0,OK,Competition,11,2001,Autumn,2,2
109,Kurt Teichgräber,GER,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,11,2001,Autumn,2,2
110,Jean-Pol François,BEL,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,11,2001,Autumn,2,2
111,Manolis Giankos,GRE,Male,CWT,0.0,81.0,WHITE,81.0,OK,Competition,11,2001,Autumn,2,2
112,Birgit Ehrenbolger,CHE,Female,CWT,0.0,38.0,WHITE,38.0,OK,Competition,11,2001,Autumn,3,3
113,Karsten Schneider,GER,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,11,2001,Autumn,1,1
114,Ilaria Molinari,ITA,Female,CWT,0.0,51.0,WHITE,51.0,OK,Competition,11,2001,Autumn,1,1
115,Sharanne Wheeler,USA,Female,CWT,0.0,45.0,WHITE,45.0,OK,Competition,11,2001,Autumn,3,3
116,Sebastian Schultz,USA,Male,CWT,0.0,58.0,WHITE,58.0,OK,Competition,11,2001,Autumn,2,2
117,Tara Cunningham,CAN,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,11,2001,Autumn,1,1
118,Stéphane Mifsud,FRA,Male,CWT,0.0,66.0,WHITE,66.0,OK,Competition,11,2001,Autumn,2,2
119,Pierre Frolla,MCO,Male,CWT,0.0,75.0,WHITE,75.0,OK,Competition,11,2001,Autumn,6,3
120,Karoline Meyer,BRA,Female,CWT,0.0,45.0,WHITE,45.0,OK,Competition,11,2001,Autumn,2,2
121,Nobuko Kishida,JPN,Male,CWT,0.0,37.0,WHITE,37.0,OK,Competition,11,2001,Autumn,3,3
122,Patrik Musimu,BEL,Male,CWT,0.0,70.0,WHITE,70.0,OK,Competition,11,2001,Autumn,2,2
123,Maike Münster,GER,Female,CWT,0.0,42.0,WHITE,42.0,OK,Competition,11,2001,Autumn,2,2
124,Stephanie Ortlepp,GER,Female,CWT,0.0,48.0,WHITE,48.0,OK,Competition,11,2001,Autumn,1,1
125,Alain Dujet,FRA,Male,CWT,0.0,64.0,WHITE,64.0,OK,Competition,11,2001,Autumn,3,3
126,Annabel Edwards,USA,Female,CWT,0.0,49.0,WHITE,49.0,OK,Competition,11,2001,Autumn,1,1
127,Stig Åvall Severinsen,DEN,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,11,2001,Autumn,1,1
128,Claude Chapuis,FRA,Male,CWT,0.0,64.0,WHITE,64.0,OK,Competition,11,2001,Autumn,3,3
129,Mandy-Rae Cruickshank/Krack,CAN,Female,CWT,0.0,50.0,WHITE,50.0,OK,Competition,11,2001,Autumn,2,2
130,Melitta Adany,CRO,Female,CWT,0.0,46.0,WHITE,46.0,OK,Competition,11,2001,Autumn,1,1
131,Tanya Streeter,USA,Female,CWT,0.0,60.0,WHITE,60.0,OK,Competition,11,2001,Autumn,4,3
132,Marion Audoire,FRA,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,11,2001,Autumn,1,1
133,Herbert Nitsch,AUT,Male,CWT,0.0,86.0,WHITE,86.0,OK,Competition,11,2001,Autumn,2,2
134,Anne Puustinen,FIN,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,11,2001,Autumn,1,1
135,Kerstin Mattes,GER,Female,CWT,0.0,46.0,WHITE,46.0,OK,Competition,11,2001,Autumn,2,2
136,Sophie Passalaqua,FRA,Female,CWT,0.0,56.0,WHITE,56.0,OK,Competition,11,2001,Autumn,2,2
137,Carlos Coste,VEN,Male,CWT,0.0,68.0,WHITE,68.0,OK,Competition,11,2001,Autumn,2,2
138,Brigitte Banegas,FRA,Female,CWT,0.0,46.0,WHITE,46.0,OK,Competition,11,2001,Autumn,2,2
139,Unknown,Unknown,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,11,2001,Autumn,2,2
140,Sascha Dench,AUS,Female,CWT,0.0,42.0,WHITE,42.0,OK,Competition,11,2001,Autumn,1,1
141,Umberto Pelizzari,ITA,Male,CWT,0.0,73.0,WHITE,73.0,OK,Competition,11,2001,Autumn,4,4
142,Megumi Matsumoto,JPN,Female,CWT,0.0,43.0,WHITE,43.0,OK,Competition,11,2001,Autumn,2,2
143,Zeljko Vedris,CRO,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,11,2001,Autumn,1,1
144,Bill Strömberg,SWE,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,11,2001,Autumn,2,2
145,Peter Weinmann,CHE,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,11,2001,Autumn,2,2
146,Frank Hund,GER,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,11,2001,Autumn,1,1
147,Silvia Dal Bon,ITA,Female,CWT,0.0,51.0,WHITE,51.0,OK,Competition,11,2001,Autumn,1,1
148,Mathias Lanner,SWE,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,11,2001,Autumn,1,1
149,Anne-Marie Kitchen-Wheeler,GBR,Female,CWT,0.0,41.0,WHITE,41.0,OK,Competition,11,2001,Autumn,2,2
150,Davide Carrera,ITA,Male,CWT,0.0,70.0,WHITE,70.0,OK,Competition,11,2001,Autumn,3,3
151,Tom Lightfoot,CAN,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,11,2001,Autumn,1,1
152,Kazuaki Ichikawa,JPN,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,11,2001,Autumn,2,2
153,Mary Naylor,GBR,Female,CWT,0.0,38.0,WHITE,38.0,OK,Competition,11,2001,Autumn,1,1
154,Jean-Michel Pardon,FRA,Male,CWT,0.0,72.0,WHITE,72.0,OK,Competition,11,2001,Autumn,3,3
155,Erik Young,GBR,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,3,2002,Spring,1,1
156,Brent Pascall,CAN,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,3,2002,Spring,1,1
157,Noah Russel,CAN,Male,CWT,0.0,37.0,WHITE,37.0,OK,Competition,3,2002,Spring,1,1
158,Greg Fee,CAN,Male,CWT,0.0,13.0,WHITE,13.0,OK,Competition,3,2002,Spring,1,1
159,Carlos Armas,CUB,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
160,Tony Gray,CAN,Male,CWT,0.0,32.0,WHITE,32.0,OK,Competition,3,2002,Spring,1,1
161,Andrew Brownsword,CAN,Male,CWT,0.0,12.0,WHITE,12.0,OK,Competition,3,2002,Spring,1,1
162,Damiano Angoli,ITA,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
163,John Nunes,ZAF,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,3,2002,Spring,1,1
164,Brendan Posthumus,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
165,Hennie Potgieter,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
166,Andr? Steytler,ZAF,Male,CWT,0.0,19.0,WHITE,19.0,OK,Competition,3,2002,Spring,1,1
167,Van Zyl Steenekamp,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
168,Volkmar Fischer,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
169,Richard Bruno,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
170,Tony Doult,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
171,Greg Lewis-Monto,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
172,Wessel Stander,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
173,Herman Cremer,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
174,Michael Christie,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
175,Paulo Andr?,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
176,Gavin Earle,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
177,Tyler Nell,ZAF,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,3,2002,Spring,1,1
178,Chad Henning,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
179,Sheila Du Toit,ZAF,Female,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
180,Dagmar Muhlbauer,ZAF,Female,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,1,1
181,Herman Cremer,ZAF,Male,CWT,0.0,47.0,WHITE,47.0,OK,Competition,3,2002,Spring,2,2
182,Volkmar Fischer,ZAF,Male,CWT,0.0,46.0,WHITE,46.0,OK,Competition,3,2002,Spring,2,2
183,Gavin Earle,ZAF,Male,CWT,0.0,45.0,WHITE,45.0,OK,Competition,3,2002,Spring,2,2
184,Paulo Andr?,ZAF,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,3,2002,Spring,2,2
185,Greg Lewis-Monto,ZAF,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,3,2002,Spring,2,2
186,Paulo Andr?,ZAF,Male,CWT,0.0,41.0,WHITE,41.0,OK,Competition,3,2002,Spring,3,3
187,Wessel Stander,ZAF,Male,CWT,0.0,41.0,WHITE,41.0,OK,Competition,3,2002,Spring,2,2
188,Michael Christie,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,2,2
189,Gavin Earle,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,3,3
190,Volkmar Fischer,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,3,3
191,Chad Henning,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,2,2
192,Greg Lewis-Monto,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,3,3
193,Hennie Potgieter,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,2,2
194,Wessel Stander,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,3,3
195,Van Zyl Steenekamp,ZAF,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,2,2
196,Brendan Posthumus,ZAF,Male,CWT,0.0,38.0,WHITE,38.0,OK,Competition,3,2002,Spring,2,2
197,Michael Christie,ZAF,Male,CWT,0.0,37.0,WHITE,37.0,OK,Competition,3,2002,Spring,3,3
198,Herman Cremer,ZAF,Male,CWT,0.0,37.0,WHITE,37.0,OK,Competition,3,2002,Spring,3,3
199,Chad Henning,ZAF,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,3,2002,Spring,3,3
200,Richard Bruno,ZAF,Male,CWT,0.0,34.0,WHITE,34.0,OK,Competition,3,2002,Spring,2,2
201,Richard Bruno,ZAF,Male,CWT,0.0,31.0,WHITE,31.0,OK,Competition,3,2002,Spring,3,3
202,Tyler Nell,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,2,2
203,Andr? Steytler,ZAF,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,3,2002,Spring,2,2
204,Sheila Du Toit,ZAF,Female,CWT,0.0,41.0,WHITE,41.0,OK,Competition,3,2002,Spring,2,2
205,Sheila Du Toit,ZAF,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,3,2002,Spring,3,3
206,Dagmar Muhlbauer,ZAF,Female,CWT,0.0,32.0,WHITE,32.0,OK,Competition,3,2002,Spring,2,2
207,Karoline Meyer,BRA,Female,CWT,0.0,37.0,WHITE,37.0,OK,Mixed Competition,4,2002,Spring,3,3
208,Gabriela Fleith Otuki,BRA,Female,CWT,0.0,28.0,WHITE,28.0,OK,Mixed Competition,4,2002,Spring,1,1
209,Elon Constantino De Aguiar Filho,BRA,Male,CWT,0.0,30.0,WHITE,30.0,OK,Mixed Competition,4,2002,Spring,1,1
210,Philipp Von Heydebreck,GER,Male,CWT,0.0,32.0,WHITE,32.0,OK,Mixed Competition,4,2002,Spring,1,1
211,Alexandre Augusto Fraenker,BRA,Male,CWT,0.0,22.0,WHITE,22.0,OK,Mixed Competition,4,2002,Spring,1,1
212,Marcelo De Olveira Pinto,BRA,Male,CWT,0.0,30.0,WHITE,30.0,OK,Mixed Competition,4,2002,Spring,1,1
213,Ricardo Augusto Gomes Da Costa,BRA,Male,CWT,0.0,35.0,WHITE,35.0,OK,Mixed Competition,4,2002,Spring,1,1
214,Gabriel Emery Santana,BRA,Male,CWT,0.0,37.0,WHITE,37.0,OK,Mixed Competition,4,2002,Spring,1,1
215,Roberto Nakamura,BRA,Male,CWT,0.0,37.0,WHITE,37.0,OK,Mixed Competition,4,2002,Spring,1,1
216,José Ronaldo De Morais Filho,BRA,Male,CWT,0.0,20.0,WHITE,20.0,OK,Mixed Competition,4,2002,Spring,1,1
217,Andrea Petruzziello,BRA,Male,CWT,0.0,25.0,WHITE,25.0,OK,Mixed Competition,4,2002,Spring,1,1
218,Paulucci Rodrigues Paula Maria,BRA,Female,CWT,0.0,25.0,WHITE,25.0,OK,Mixed Competition,4,2002,Spring,1,1
219,Eveline V. Guimarães Brussolo,BRA,Female,CWT,0.0,20.0,WHITE,20.0,OK,Mixed Competition,4,2002,Spring,1,1
220,Tom Lightfoot,CAN,Male,CWT,0.0,60.0,WHITE,60.0,OK,Mixed Competition,5,2002,Spring,2,2
221,Peter Pazdera,CAN,Male,CWT,0.0,40.0,WHITE,40.0,OK,Mixed Competition,5,2002,Spring,1,1
222,Erik Young,GBR,Male,CWT,0.0,29.0,WHITE,29.0,OK,Mixed Competition,5,2002,Spring,2,2
223,Greg Fee,CAN,Male,CWT,0.0,16.0,WHITE,16.0,OK,Mixed Competition,5,2002,Spring,2,2
224,Perry Gladstone,CAN,Male,CWT,0.0,15.0,WHITE,15.0,OK,Mixed Competition,5,2002,Spring,1,1
225,Tony Gray,CAN,Male,CWT,0.0,35.0,WHITE,35.0,OK,Mixed Competition,5,2002,Spring,2,2
226,Chris Kearney,CAN,Male,CWT,0.0,20.0,WHITE,20.0,OK,Mixed Competition,5,2002,Spring,1,1
227,Diane Price,CAN,Female,CWT,0.0,20.0,WHITE,20.0,OK,Mixed Competition,5,2002,Spring,1,1
