,Name,Nationality,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Month,Year,Season,experience_dive,experience_discipline
30953,Donat Faraguna Gnjatovic,CRO,Male,CNF,51.0,44.0,RED,0.0,"UNDER AP,NO TAG,DQPULL",Depth Competition,9,2024,Autumn,34,6
30954,Toma Celar,CRO,Male,CNF,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,3,1
30955,Fabio Tunno,GER,Male,CNF,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,38,4
30956,Shigeru Higaki,JPN,Male,CNF,45.0,45.0,RED,0.0,DQBO-UW,Depth Competition,9,2024,Autumn,12,4
30957,Seongjun Kang,KOR,Male,CNF,40.0,40.0,WHITE,40.0,OK,Depth Competition,9,2024,Autumn,16,1
30958,Andres Leon,CRC,Male,CNF,30.0,30.0,WHITE,30.0,OK,Depth Competition,9,2024,Autumn,4,2
30959,Andre Grce,CRO,Male,CNF,28.0,28.0,WHITE,28.0,OK,Depth Competition,9,2024,Autumn,29,2
30960,Elisabeth Mattes,AUT,Female,CWTB,40.0,40.0,WHITE,40.0,OK,Depth Competition,9,2024,Autumn,18,1
30961,Andrea Blaesi,CHE,Female,CWTB,45.0,45.0,WHITE,45.0,OK,Depth Competition,9,2024,Autumn,3,1
30962,Janita Kulkula,FIN,Female,CWTB,48.0,46.0,YELLOW,38.0,"GRAB,NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,13,4
30963,Lulu Stahlberg,GER,Female,CWTB,48.0,48.0,WHITE,48.0,OK,Depth Competition,9,2024,Autumn,1,1
30964,Anne-Sophie Mouraud,FRA,Female,CWTB,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,7,7
30965,Lily Crespy,FRA,Female,CWTB,56.0,56.0,WHITE,56.0,OK,Depth Competition,9,2024,Autumn,49,2
30966,Yadira Sistos,MEX,Female,CWTB,58.0,58.0,WHITE,58.0,OK,Depth Competition,9,2024,Autumn,20,7
30967,Katarzyna Wrzosek,POL,Female,CWTB,60.0,60.0,WHITE,60.0,OK,Depth Competition,9,2024,Autumn,5,2
30968,Clementine Marie,FRA,Female,CWTB,67.0,24.0,YELLOW,0.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,31,9
30969,Marine Simonis,BEL,Female,CWTB,75.0,75.0,WHITE,75.0,OK,Depth Competition,9,2024,Autumn,35,5
30970,Marianna Gillespie,AIN,Female,CWTB,96.0,96.0,WHITE,96.0,OK,Depth Competition,9,2024,Autumn,56,7
30971,Enchante Gallardo,USA,Female,CWTB,91.0,91.0,WHITE,91.0,OK,Depth Competition,9,2024,Autumn,71,13
30972,Sahika Ercumen,TUR,Female,CWTB,86.0,86.0,RED,0.0,DQOTHER-DOLPHINKICKX2,Depth Competition,9,2024,Autumn,44,11
30973,Talya Davidoff,ZAF,Female,CWTB,84.0,84.0,WHITE,84.0,OK,Depth Competition,9,2024,Autumn,17,9
30974,Mojca Haberman,SLO,Female,CWTB,84.0,84.0,RED,0.0,DQSP,Depth Competition,9,2024,Autumn,23,4
30975,Maria Bobela Klovar,POL,Female,CWTB,82.0,82.0,WHITE,82.0,OK,Depth Competition,9,2024,Autumn,1,1
30976,Marta Gil,ESP,Female,CWTB,81.0,81.0,WHITE,81.0,OK,Depth Competition,9,2024,Autumn,15,9
30977,Lauren Matevish,USA,Female,CWTB,76.0,76.0,WHITE,76.0,OK,Depth Competition,9,2024,Autumn,5,2
30978,Anne-Sophie Passalboni,FRA,Female,CWTB,72.0,72.0,WHITE,72.0,OK,Depth Competition,9,2024,Autumn,23,4
30979,Yulia Marievich,LAT,Female,CWTB,66.0,66.0,WHITE,66.0,OK,Depth Competition,9,2024,Autumn,24,10
30980,Nikita Fima Atriyu,INA,Female,CWTB,66.0,66.0,WHITE,66.0,OK,Depth Competition,9,2024,Autumn,24,4
30981,Emily Padjen,USA,Female,CWTB,65.0,65.0,WHITE,65.0,OK,Depth Competition,9,2024,Autumn,13,8
30982,Sara Burnett,USA,Female,CWTB,63.0,49.0,YELLOW,34.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,7,2
30983,Tatiana Zemskikh,AIN,Female,CWTB,63.0,63.0,WHITE,63.0,OK,Depth Competition,9,2024,Autumn,36,2
30984,Bertrand-Lucchese Emilie,FRA,Female,CWTB,55.0,55.0,WHITE,55.0,OK,Depth Competition,9,2024,Autumn,7,2
30985,Glorija Stecenko,LAT,Female,CWTB,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,4,2
30986,Chantal Marzin,FRA,Female,CWTB,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,30,14
30987,Amal Alnabwany,SYR,Female,CWTB,48.0,48.0,WHITE,48.0,OK,Depth Competition,9,2024,Autumn,4,4
30988,Tatiana Mendes Barbosa,CPV,Female,CWTB,47.0,47.0,WHITE,47.0,OK,Depth Competition,9,2024,Autumn,4,3
30989,Estefania Dejuk,CRC,Female,CWTB,43.0,43.0,RED,0.0,DQPULL,Depth Competition,9,2024,Autumn,4,2
30990,Hugo Piguet,CHE,Male,CWTB,60.0,60.0,WHITE,60.0,OK,Depth Competition,9,2024,Autumn,14,4
30991,Toma Celar,CRO,Male,CWTB,60.0,54.0,YELLOW,47.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,4,2
30992,Jacek Bak,POL,Male,CWTB,60.0,60.0,WHITE,60.0,OK,Depth Competition,9,2024,Autumn,14,3
30993,Julien Bourseaud,FRA,Male,CWTB,65.0,65.0,WHITE,65.0,OK,Depth Competition,9,2024,Autumn,16,4
30994,Budimir Buda Šobat,CRO,Male,CWTB,71.0,71.0,RED,0.0,DQOTHER-DOLPHIN-KICK,Depth Competition,9,2024,Autumn,13,2
30995,Luca Malaguti,CAN,Male,CWTB,75.0,50.0,RED,0.0,"UNDER AP,NO TAG,DQCHECK-IN",Depth Competition,9,2024,Autumn,42,21
30996,Minja Marinkovic,GER,Male,CWTB,75.0,75.0,WHITE,75.0,OK,Depth Competition,9,2024,Autumn,17,6
30997,Gonzalo Cortes Tavara,PER,Male,CWTB,80.0,80.0,WHITE,80.0,OK,Depth Competition,9,2024,Autumn,16,5
30998,David Mulheron,AUS,Male,CWTB,86.0,86.0,WHITE,86.0,OK,Depth Competition,9,2024,Autumn,17,8
30999,Cristian Castaño Villa,COL,Male,CWTB,88.0,53.0,RED,0.0,"NO TAG,UNDER AP,DQPULL",Depth Competition,9,2024,Autumn,60,9
31000,Alexey Molchanov,AIN,Male,CWTB,125.0,125.0,WHITE,125.0,OK,Depth Competition,9,2024,Autumn,131,12
31001,Andrey Matveenko,AIN,Male,CWTB,112.0,112.0,WHITE,112.0,OK,Depth Competition,9,2024,Autumn,28,2
31002,Vitomir Maričić,CRO,Male,CWTB,105.0,83.0,YELLOW,60.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,50,14
31003,Petar Klovar,CRO,Male,CWTB,105.0,105.0,WHITE,105.0,OK,Depth Competition,9,2024,Autumn,32,4
31004,Abdelatif Alouach,FRA,Male,CWTB,103.0,0.0,RED,0.0,"NO TAG,DQSP",Depth Competition,9,2024,Autumn,35,10
31005,Omar Al Ghailani,OMA,Male,CWTB,103.0,90.0,YELLOW,76.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,51,16
31006,Nicolas Jaouen,FRA,Male,CWTB,100.0,100.0,WHITE,100.0,OK,Depth Competition,9,2024,Autumn,30,5
31007,Jihoon Jang,KOR,Male,CWTB,100.0,100.0,WHITE,100.0,OK,Depth Competition,9,2024,Autumn,88,20
31008,Dawid Tran Van,POL,Male,CWTB,92.0,86.0,RED,0.0,"GRAB,NO TAG,UNDER AP,DQSP",Depth Competition,9,2024,Autumn,7,2
31009,Tommi Pasanen,FIN,Male,CWTB,90.0,90.0,WHITE,90.0,OK,Depth Competition,9,2024,Autumn,17,7
31010,Gennady Roshchin,AIN,Male,CWTB,87.0,76.0,YELLOW,64.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,10,1
31011,Loic Vuillemin,CHE,Male,CWTB,87.0,87.0,WHITE,87.0,OK,Depth Competition,9,2024,Autumn,63,15
31012,Piotr Błaszczak,POL,Male,CWTB,86.0,81.0,YELLOW,75.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,23,4
31013,Donat Faraguna Gnjatovic,CRO,Male,CWTB,85.0,36.0,YELLOW,0.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,35,14
31014,Necati Gul,TUR,Male,CWTB,83.0,57.0,YELLOW,30.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,16,7
31015,Fabio Tunno,GER,Male,CWTB,82.0,0.0,YELLOW,0.0,"DQCHECK-IN,NO TAG",Depth Competition,9,2024,Autumn,39,11
31016,Kim Dahlgren,SWE,Male,CWTB,82.0,82.0,WHITE,82.0,OK,Depth Competition,9,2024,Autumn,5,2
31017,Alexander Vinogradov,AIN,Male,CWTB,81.0,81.0,WHITE,81.0,OK,Depth Competition,9,2024,Autumn,8,2
31018,Nicolas Gallot,FRA,Male,CWTB,81.0,81.0,RED,0.0,DQBO-SURFACE,Depth Competition,9,2024,Autumn,17,13
31019,Seongjun Kang,KOR,Male,CWTB,81.0,76.0,YELLOW,70.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,17,7
31020,Brad James,NZL,Male,CWTB,78.0,56.0,YELLOW,33.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,18,4
31021,Sidney Regis,FRA,Male,CWTB,77.0,77.0,WHITE,77.0,OK,Depth Competition,9,2024,Autumn,32,4
31022,Hossein Abgoon,IRN,Male,CWTB,76.0,76.0,RED,0.0,DQAIRWAYS,Depth Competition,9,2024,Autumn,1,1
31023,Marcell Bago,HUN,Male,CWTB,75.0,75.0,YELLOW,70.0,GRAB,Depth Competition,9,2024,Autumn,15,5
31024,Gilles Gambini,FRA,Male,CWTB,71.0,71.0,RED,0.0,DQOTHER-DOLPHIN-KICK,Depth Competition,9,2024,Autumn,11,1
31025,Christian Brauchli,CHE,Male,CWTB,71.0,59.0,YELLOW,41.0,"GRAB,NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,2,1
31026,Alexis Poggi,FRA,Male,CWTB,70.0,70.0,WHITE,70.0,OK,Depth Competition,9,2024,Autumn,7,5
31027,Matt Brown,USA,Male,CWTB,65.0,65.0,RED,0.0,DQOTHER-DOLPHIN-KICK,Depth Competition,9,2024,Autumn,6,2
31028,Sebastian Tjeerde,NED,Male,CWTB,63.0,63.0,WHITE,63.0,OK,Depth Competition,9,2024,Autumn,2,1
31029,Mark Kisurin,AIN,Male,CWTB,61.0,48.0,YELLOW,34.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,2,1
31030,Kars Van Kouwen,NED,Male,CWTB,58.0,58.0,WHITE,58.0,OK,Depth Competition,9,2024,Autumn,17,1
31031,Frederic Grec,FRA,Male,CWTB,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,4,1
31032,Andres Leon,CRC,Male,CWTB,40.0,33.0,RED,0.0,"NO TAG,UNDER AP,DQOTHER-DOLPHIN-KICK",Depth Competition,9,2024,Autumn,5,2
31033,Tatiana Mendes Barbosa,CPV,Female,FIM,42.0,42.0,WHITE,42.0,OK,Depth Competition,9,2024,Autumn,5,2
31034,Elisabeth Mattes,AUT,Female,FIM,40.0,40.0,WHITE,40.0,OK,Depth Competition,9,2024,Autumn,19,9
31035,Andrea Blaesi,CHE,Female,FIM,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,4,2
31036,Amal Alnabwany,SYR,Female,FIM,52.0,18.0,YELLOW,0.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,5,1
31037,Sara Burnett,USA,Female,FIM,55.0,55.0,WHITE,55.0,OK,Depth Competition,9,2024,Autumn,8,3
31038,Yadira Sistos,MEX,Female,FIM,58.0,50.0,YELLOW,41.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,21,6
31039,Flintull Anna-Lena Eriksson,SWE,Female,FIM,60.0,60.0,WHITE,60.0,OK,Depth Competition,9,2024,Autumn,7,1
31040,Marion Chavanne,FRA,Female,FIM,62.0,62.0,WHITE,62.0,OK,Depth Competition,9,2024,Autumn,34,32
31041,Yulia Marievich,LAT,Female,FIM,66.0,46.0,YELLOW,25.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,25,5
31042,Enchante Gallardo,USA,Female,FIM,94.0,94.0,WHITE,94.0,OK,Depth Competition,9,2024,Autumn,72,29
31043,Talya Davidoff,ZAF,Female,FIM,90.0,82.0,YELLOW,73.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,18,3
31044,Maria Bobela Klovar,POL,Female,FIM,87.0,84.0,RED,0.0,"UNDER AP,NO TAG,DQSP",Depth Competition,9,2024,Autumn,2,1
31045,Brigitte Banegas,FRA,Female,FIM,81.0,73.0,YELLOW,64.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,42,13
31046,Marianna Gillespie,AIN,Female,FIM,81.0,81.0,WHITE,81.0,OK,Depth Competition,9,2024,Autumn,57,11
31047,Sahika Ercumen,TUR,Female,FIM,77.0,77.0,WHITE,77.0,OK,Depth Competition,9,2024,Autumn,45,13
31048,Lauren Matevish,USA,Female,FIM,76.0,76.0,RED,0.0,DQSP,Depth Competition,9,2024,Autumn,6,3
31049,Mojca Haberman,SLO,Female,FIM,76.0,56.0,YELLOW,35.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,24,5
31050,Anne-Sophie Passalboni,FRA,Female,FIM,76.0,76.0,WHITE,76.0,OK,Depth Competition,9,2024,Autumn,24,17
31051,Emily Padjen,USA,Female,FIM,75.0,75.0,WHITE,75.0,OK,Depth Competition,9,2024,Autumn,14,5
31052,Marine Simonis,BEL,Female,FIM,73.0,73.0,WHITE,73.0,OK,Depth Competition,9,2024,Autumn,36,2
31053,Marta Gil,ESP,Female,FIM,73.0,73.0,WHITE,73.0,OK,Depth Competition,9,2024,Autumn,16,3
31054,Laia Sopeña Spa,ESP,Female,FIM,72.0,72.0,WHITE,72.0,OK,Depth Competition,9,2024,Autumn,17,3
31055,Eva Andre,FRA,Female,FIM,70.0,70.0,WHITE,70.0,OK,Depth Competition,9,2024,Autumn,26,5
31056,Nikita Fima Atriyu,INA,Female,FIM,65.0,65.0,WHITE,65.0,OK,Depth Competition,9,2024,Autumn,25,8
31057,Katarzyna Wrzosek,POL,Female,FIM,60.0,60.0,WHITE,60.0,OK,Depth Competition,9,2024,Autumn,6,3
31058,Clementine Marie,FRA,Female,FIM,58.0,58.0,WHITE,58.0,OK,Depth Competition,9,2024,Autumn,32,8
31059,Bertrand-Lucchese Emilie,FRA,Female,FIM,58.0,58.0,WHITE,58.0,OK,Depth Competition,9,2024,Autumn,8,4
31060,Glorija Stecenko,LAT,Female,FIM,55.0,55.0,WHITE,55.0,OK,Depth Competition,9,2024,Autumn,5,2
31061,Lily Crespy,FRA,Female,FIM,52.0,52.0,WHITE,52.0,OK,Depth Competition,9,2024,Autumn,50,17
31062,Anne-Sophie Mouraud,FRA,Female,FIM,50.0,43.0,YELLOW,35.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,8,1
31063,Lulu Stahlberg,GER,Female,FIM,46.0,46.0,WHITE,46.0,OK,Depth Competition,9,2024,Autumn,2,1
31064,Janita Kulkula,FIN,Female,FIM,46.0,38.0,YELLOW,29.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,14,3
31065,Estefania Dejuk,CRC,Female,FIM,33.0,33.0,WHITE,33.0,OK,Depth Competition,9,2024,Autumn,5,2
31066,Nikita Fima Atriyu,INA,Female,CWT,72.0,72.0,WHITE,72.0,OK,Depth Competition,9,2024,Autumn,26,8
31067,Emily Padjen,USA,Female,CWT,73.0,44.0,YELLOW,14.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,15,2
31068,Nicolas Gallot,FRA,Male,CWT,73.0,56.0,YELLOW,38.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,18,3
31069,Alexis Poggi,FRA,Male,CWT,75.0,45.0,YELLOW,14.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,8,3
31070,Matt Brown,USA,Male,CWT,75.0,75.0,RED,0.0,DQOTHER,Depth Competition,9,2024,Autumn,7,2
31071,Alexandru Russu,ROU,Male,CWT,70.0,70.0,RED,0.0,DQAIRWAYS,Depth Competition,9,2024,Autumn,10,6
31072,Luca Malaguti,CAN,Male,CWT,75.0,0.0,YELLOW,0.0,NO TAG,Depth Competition,9,2024,Autumn,43,4
31073,Julien Bourseaud,FRA,Male,CWT,75.0,75.0,WHITE,75.0,OK,Depth Competition,9,2024,Autumn,17,7
31074,Hugo Piguet,CHE,Male,CWT,70.0,24.0,YELLOW,0.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,15,4
31075,Yulia Marievich,LAT,Female,CWT,80.0,80.0,WHITE,80.0,OK,Depth Competition,9,2024,Autumn,26,8
31076,Kars Van Kouwen,NED,Male,CWT,68.0,67.0,YELLOW,65.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,18,9
31077,Petar Klovar,CRO,Male,CWT,80.0,80.0,WHITE,80.0,OK,Depth Competition,9,2024,Autumn,33,4
31078,Marcell Bago,HUN,Male,CWT,80.0,64.0,YELLOW,47.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,16,2
31079,Clementine Marie,FRA,Female,CWT,63.0,54.0,YELLOW,44.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,33,6
31080,Christian Brauchli,CHE,Male,CWT,81.0,59.0,YELLOW,31.0,"GRAB,NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,3,1
31081,Brad James,NZL,Male,CWT,83.0,67.0,YELLOW,50.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,19,4
31082,Katarzyna Wrzosek,POL,Female,CWT,62.0,51.0,YELLOW,39.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,7,2
31083,Gonzalo Cortes Tavara,PER,Male,CWT,84.0,64.0,YELLOW,43.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,17,4
31084,Peter Balck,SWE,Male,CWT,85.0,85.0,WHITE,85.0,OK,Depth Competition,9,2024,Autumn,42,36
31085,Mark Kisurin,AIN,Male,CWT,61.0,61.0,WHITE,61.0,OK,Depth Competition,9,2024,Autumn,3,1
31086,Alexander Vinogradov,AIN,Male,CWT,128.0,109.0,YELLOW,89.0,"NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,9,4
31087,Alexey Molchanov,AIN,Male,CWT,131.0,131.0,WHITE,131.0,OK,Depth Competition,9,2024,Autumn,132,45
31088,Andrey Matveenko,AIN,Male,CWT,120.0,120.0,WHITE,120.0,OK,Depth Competition,9,2024,Autumn,29,17
31089,Eddy Laffin,FRA,Male,CWT,108.0,108.0,WHITE,108.0,OK,Depth Competition,9,2024,Autumn,19,15
31090,Sara Burnett,USA,Female,CWT,60.0,60.0,WHITE,60.0,OK,Depth Competition,9,2024,Autumn,9,3
31091,Mathieu Maraio,FRA,Male,CWT,108.0,108.0,RED,0.0,DQBO-UW,Depth Competition,9,2024,Autumn,35,9
31092,Nicolas Jaouen,FRA,Male,CWT,107.0,107.0,RED,0.0,"DQAIRWAYS,DQBO-SURFACE",Depth Competition,9,2024,Autumn,31,9
31093,Anne-Sophie Passalboni,FRA,Female,CWT,57.0,57.0,WHITE,57.0,OK,Depth Competition,9,2024,Autumn,25,4
31094,Jihoon Jang,KOR,Male,CWT,104.0,98.0,YELLOW,86.0,"GRAB,NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,89,37
31095,Omar Al Ghailani,OMA,Male,CWT,103.0,84.0,YELLOW,64.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,52,11
31096,Marion Chavanne,FRA,Female,CWT,56.0,56.0,WHITE,56.0,OK,Depth Competition,9,2024,Autumn,35,2
31097,Dawid Tran Van,POL,Male,CWT,102.0,77.0,YELLOW,51.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,8,1
31098,Marianna Gillespie,AIN,Female,CWT,100.0,100.0,WHITE,100.0,OK,Depth Competition,9,2024,Autumn,58,29
31099,Glorija Stecenko,LAT,Female,CWT,55.0,55.0,WHITE,55.0,OK,Depth Competition,9,2024,Autumn,6,2
31100,Laia Sopeña Spa,ESP,Female,CWT,98.0,98.0,WHITE,98.0,OK,Depth Competition,9,2024,Autumn,18,8
31101,Tommi Pasanen,FIN,Male,CWT,96.0,80.0,YELLOW,58.0,"GRAB,NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,18,4
31102,Yadira Sistos,MEX,Female,CWT,55.0,55.0,WHITE,55.0,OK,Depth Competition,9,2024,Autumn,22,4
31103,Cristian Castaño Villa,COL,Male,CWT,95.0,86.0,YELLOW,76.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,61,19
31104,Enchante Gallardo,USA,Female,CWT,93.0,93.0,WHITE,93.0,OK,Depth Competition,9,2024,Autumn,73,20
31105,Andrea Blaesi,CHE,Female,CWT,52.0,52.0,WHITE,52.0,OK,Depth Competition,9,2024,Autumn,5,2
31106,Sidney Regis,FRA,Male,CWT,93.0,93.0,RED,0.0,"DQAIRWAYS,DQBO-SURFACE",Depth Competition,9,2024,Autumn,33,22
31107,Seongjun Kang,KOR,Male,CWT,92.0,80.0,YELLOW,67.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,18,10
31108,Anne-Sophie Mouraud,FRA,Female,CWT,52.0,52.0,WHITE,52.0,OK,Depth Competition,9,2024,Autumn,9,1
31109,Piotr Błaszczak,POL,Male,CWT,91.0,70.0,YELLOW,48.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,24,3
31110,Vitomir Maričić,CRO,Male,CWT,90.0,90.0,WHITE,90.0,OK,Depth Competition,9,2024,Autumn,51,8
31111,Chantal Marzin,FRA,Female,CWT,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,31,7
31112,Gilles Gambini,FRA,Male,CWT,90.0,77.0,YELLOW,63.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,12,7
31113,Kim Dahlgren,SWE,Male,CWT,90.0,75.0,YELLOW,59.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,6,1
31114,Sébastien Gachet,CHE,Male,CWT,50.0,42.0,YELLOW,33.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,2,1
31115,Talya Davidoff,ZAF,Female,CWT,89.0,80.0,YELLOW,70.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,19,4
31116,Gennady Roshchin,AIN,Male,CWT,88.0,69.0,YELLOW,49.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,11,1
31117,Lulu Stahlberg,GER,Female,CWT,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,3,1
31118,Loic Vuillemin,CHE,Male,CWT,87.0,87.0,WHITE,87.0,OK,Depth Competition,9,2024,Autumn,64,17
31119,Maria Bobela Klovar,POL,Female,CWT,88.0,88.0,WHITE,88.0,OK,Depth Competition,9,2024,Autumn,3,1
31120,Amal Alnabwany,SYR,Female,CWT,50.0,0.0,RED,0.0,"NO TAG,DQCHECK-IN",Depth Competition,9,2024,Autumn,6,1
31121,David Mulheron,AUS,Male,CWT,86.0,86.0,WHITE,86.0,OK,Depth Competition,9,2024,Autumn,18,3
31122,Lauren Matevish,USA,Female,CWT,85.0,85.0,WHITE,85.0,OK,Depth Competition,9,2024,Autumn,7,1
31123,Janita Kulkula,FIN,Female,CWT,49.0,49.0,WHITE,49.0,OK,Depth Competition,9,2024,Autumn,15,4
31124,Marta Gil,ESP,Female,CWT,83.0,63.0,YELLOW,42.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,17,4
31125,Mojca Haberman,SLO,Female,CWT,81.0,81.0,WHITE,81.0,OK,Depth Competition,9,2024,Autumn,25,12
31126,Tatiana Mendes Barbosa,CPV,Female,CWT,47.0,47.0,WHITE,47.0,OK,Depth Competition,9,2024,Autumn,6,1
31127,Eva Andre,FRA,Female,CWT,81.0,81.0,WHITE,81.0,OK,Depth Competition,9,2024,Autumn,27,22
31128,Donat Faraguna Gnjatovic,CRO,Male,CWT,80.0,34.0,YELLOW,0.0,"GRAB,NO TAG,UNDER AP",Depth Competition,9,2024,Autumn,36,10
31129,Elisabeth Mattes,AUT,Female,CWT,40.0,40.0,WHITE,40.0,OK,Depth Competition,9,2024,Autumn,20,7
31130,Fabio Tunno,GER,Male,CWT,80.0,80.0,WHITE,80.0,OK,Depth Competition,9,2024,Autumn,40,17
31131,Marine Simonis,BEL,Female,CWT,78.0,0.0,RED,0.0,"NO TAG,DQCHECK-IN",Depth Competition,9,2024,Autumn,37,8
31132,Andre Grce,CRO,Male,CWT,38.0,38.0,WHITE,38.0,OK,Depth Competition,9,2024,Autumn,30,1
31133,Brigitte Banegas,FRA,Female,CWT,77.0,69.0,RED,0.0,"GRAB,NO TAG,UNDER AP,DQPULLX2",Depth Competition,9,2024,Autumn,43,14
31134,Flintull Anna-Lena Eriksson,SWE,Female,CWT,75.0,75.0,RED,0.0,DQSP,Depth Competition,9,2024,Autumn,8,7
31135,Andres Leon,CRC,Male,CWT,35.0,35.0,WHITE,35.0,OK,Depth Competition,9,2024,Autumn,6,1
31136,Tatiana Zemskikh,AIN,Female,CWT,75.0,75.0,WHITE,75.0,OK,Depth Competition,9,2024,Autumn,37,17
31137,Estefania Dejuk,CRC,Female,CWT,33.0,33.0,WHITE,33.0,OK,Depth Competition,9,2024,Autumn,6,1
31138,Sebastian Tjeerde,NED,Male,CWT,72.0,72.0,WHITE,72.0,OK,Depth Competition,9,2024,Autumn,3,1
31139,Jacek Bak,POL,Male,CWT,72.0,72.0,RED,0.0,"DQAIRWAYS,DQBO-SURFACE",Depth Competition,9,2024,Autumn,15,3
31140,Mayuko Goto,JPN,Female,CWTB,50.0,50.0,WHITE,50.0,OK,Depth Competition,9,2024,Autumn,1,1
31141,Shuji Hosoda,JPN,Male,CNF,50.0,50.0,RED,0.0,DQBO-SURFACE,Depth Competition,9,2024,Autumn,3,3
31142,Yasuhiro Kondo,JPN,Male,CWTB,47.0,47.0,WHITE,47.0,OK,Depth Competition,9,2024,Autumn,3,3
31143,Yoko Ota,JPN,Female,CNF,44.0,44.0,WHITE,44.0,OK,Depth Competition,9,2024,Autumn,4,2
31144,Hayato Yasuhisa,JPN,Male,CWTB,43.0,43.0,WHITE,43.0,OK,Depth Competition,9,2024,Autumn,1,1
31145,Masaki Ishida,JPN,Male,CWTB,40.0,40.0,WHITE,40.0,OK,Depth Competition,9,2024,Autumn,5,2
31146,Nana Endou,JPN,Female,CWTB,36.0,36.0,WHITE,36.0,OK,Depth Competition,9,2024,Autumn,2,2
31147,Miyuki Komiyama,JPN,Female,CNF,35.0,35.0,WHITE,35.0,OK,Depth Competition,9,2024,Autumn,1,1
31148,Yoko Miyahara,JPN,Female,FIM,32.0,32.0,WHITE,32.0,OK,Depth Competition,9,2024,Autumn,2,2
31149,Mie Kono,JPN,Female,FIM,31.0,11.0,YELLOW,0.0,"UNDER AP,NO TAG",Depth Competition,9,2024,Autumn,9,2
31150,Nagisa Honda,JPN,Female,CWTB,30.0,30.0,WHITE,30.0,OK,Depth Competition,9,2024,Autumn,1,1
31151,Miho Chigusa,JPN,Female,CWTB,30.0,30.0,WHITE,30.0,OK,Depth Competition,9,2024,Autumn,2,2
